Wagon ID,Wagon Number,Wagon Type,Zone Code,Zone Name,Division,Current Station,Destination Station,Cargo Type,Capacity (Tons),Current Load (Tons),Status,GPS Latitude,GPS Longitude,Speed (km/h),Temperature (°C),Last Updated Timestamp
WG00474,2683073776,Tank,SER,South Eastern Railway,Chennai,Kanpur,Vijayawada,Petroleum,60,21.9,Delayed,17.982133,79.256459,89,35.0,2026-06-29 17:22:35
WG00475,2392163679,BCN,ER,Eastern Railway,Nagpur,Visakhapatnam,Delhi,Petroleum,65,46.0,Unloading,12.802869,74.381278,37,39.7,2026-06-29 21:11:35
WG00476,4273335977,BCN,NWR,North Western Railway,Mumbai,Hyderabad,Vijayawada,Cement,55,39.4,Loading,17.309919,88.464086,61,25.8,2026-06-29 15:50:35
WG00477,8666743545,BTPN,NWR,North Western Railway,Mumbai,Delhi,Agra,Steel,50,16.9,Unloading,28.359957,81.537126,40,33.9,2026-06-29 21:38:35
WG00478,2385837842,BTPN,SWR,South Western Railway,Nagpur,Howrah,Visakhapatnam,Petroleum,75,46.6,Idle,11.149592,84.815646,71,52.7,2026-06-29 20:45:35
WG00479,7311939641,BTPN,SCR,South Central Railway,Hyderabad,Warangal,Visakhapatnam,Containers,65,35.0,Delayed,13.271382,77.126805,27,45.9,2026-06-29 16:05:35
WG00480,2068385910,Hopper,NER,North Eastern Railway,Hyderabad,Vijayawada,Warangal,Automobiles,50,48.8,Maintenance,23.407005,68.230422,85,23.7,2026-06-29 23:16:35
WG00481,7316129482,BCN,NR,North Railway,Hyderabad,Mumbai,Warangal,Automobiles,50,46.4,Loading,20.896271,88.98992,26,44.7,2026-06-30 00:21:35
WG00482,5093449473,BOXN,NR,North Railway,Kolkata,Agra,Guntur,Coal,65,30.5,Loading,17.097452,71.37673,0,34.9,2026-06-29 19:57:35
WG00483,5174221405,BTPN,NR,North Railway,Kolkata,Hyderabad,Warangal,Iron Ore,75,23.6,Maintenance,21.224485,69.926349,63,25.0,2026-06-29 21:51:35
WG00484,6304302958,BTPN,NER,North Eastern Railway,Lucknow,Kanpur,Guntur,Coal,55,44.7,Delayed,8.953974,74.407724,39,54.9,2026-06-29 21:20:35
WG00485,1688402427,Hopper,SCR,South Central Railway,Lucknow,Hyderabad,Chennai,Food Grains,60,33.6,Delayed,27.385,68.863509,40,48.4,2026-06-30 00:27:35
WG00486,5634179971,BOXN,NWR,North Western Railway,Secunderabad,Mumbai,Kanpur,Coal,75,26.8,Running,10.706368,84.504802,40,34.0,2026-06-29 20:57:35
WG00487,4955644974,Flat,SER,South Eastern Railway,Chennai,Nagpur,Vijayawada,Iron Ore,65,55.2,Loading,9.437916,81.432957,15,42.0,2026-06-29 14:24:35
WG00488,9783242255,Flat,CR,Central Railway,Nagpur,Guntur,Mumbai,Petroleum,70,21.8,Loading,9.69138,79.830286,80,41.4,2026-06-30 00:49:35
WG00489,1754129501,Hopper,NWR,North Western Railway,Visakhapatnam,Guntur,Visakhapatnam,Coal,75,64.7,Loading,28.568769,82.643265,81,53.8,2026-06-29 21:14:35
WG00490,9244422507,Tank,NWR,North Western Railway,Nagpur,Visakhapatnam,Secunderabad,Cement,65,34.2,Running,28.061948,71.408564,68,23.9,2026-06-29 19:40:35
WG00491,9176725106,Covered,WR,Western Railway,Kolkata,Hyderabad,Kanpur,Cement,60,23.3,Loading,25.171771,77.380635,7,24.1,2026-06-30 01:47:35
WG00492,4745154055,Flat,SR,Southern Railway,Secunderabad,Secunderabad,Guntur,Petroleum,60,45.4,Delayed,24.40986,69.791876,75,37.3,2026-06-29 18:16:35
WG00493,1282483653,Flat,SER,South Eastern Railway,Nagpur,Delhi,Guntur,Steel,70,47.2,Delayed,28.655195,71.600842,68,47.6,2026-06-29 18:17:35
WG00494,1352884246,Flat,SER,South Eastern Railway,Secunderabad,Guntur,Chennai,Steel,50,34.8,Idle,21.940584,71.029825,41,49.8,2026-06-30 00:05:35
WG00495,8066138207,Hopper,SER,South Eastern Railway,Chennai,Howrah,Vijayawada,Cement,70,31.7,Running,30.422266,82.050082,23,50.9,2026-06-29 18:21:35
WG00496,6155836696,Covered,CR,Central Railway,Lucknow,Nagpur,Visakhapatnam,Iron Ore,60,35.5,Maintenance,24.814555,86.591867,91,42.6,2026-06-29 19:13:35
WG00497,2654473672,BTPN,ER,Eastern Railway,Jaipur,Chennai,Secunderabad,Steel,70,52.7,Delayed,21.769639,73.66933,71,35.9,2026-06-29 15:02:35
WG00498,7843938802,BCN,WR,Western Railway,Secunderabad,Warangal,Visakhapatnam,Petroleum,65,54.5,Maintenance,24.953917,83.795805,90,45.2,2026-06-29 19:48:35
WG00499,3328598122,Covered,WR,Western Railway,Delhi,Warangal,Guntur,Petroleum,50,48.4,Maintenance,27.95892,77.107821,86,28.1,2026-06-30 01:05:35
WG00500,7213817233,BOXN,ER,Eastern Railway,Visakhapatnam,Hyderabad,Bhopal,Cement,50,36.0,Running,22.917495,82.189228,73,21.0,2026-06-29 18:36:35
